Call_ID,Transcript,Extracted_Event,Keywords,Location,Sentiment,Urgency_Score
C616,"I'm not going to try to jump the other way, I'm going to go. And I'm trying to a...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C617,the building on 334 south of 8 quarters on fire. Report of a house fire house fi...,Building fire / trapped persons,Incident: Building fire / trapped persons,The Building,Distressed,0.68
C618,"there's a house on fire. There's a house on fire. 30, 30, 30, 38.",Building fire / trapped persons,Incident: Building fire / trapped persons,A House,Distressed,0.6
C619,"I think there's been a murder. Okay, and where is the person at? Is the victim?",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.76
C620,"Dude, beau. Oh, no, you're not perm-лек-pp , then. You're not abdominal, far mor...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.58
C621,There's a fight broke out in the liquor store. There's a customer holding him ba...,Physical assault / fight,Incident: Physical assault / fight,Unknown,Distressed,0.73
C622,"your husband shot you at, man. Remember stomachs. Okay, worse.",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.62
C623,I've got a black man here who's supposed to come out of house. Repanded.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.59
C624,We have a trainer in the water with one of our whales. The whale that's set up t...,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.57
C625,"There's some car, there's some guy, there's gonna be a way more than that. Can y...",Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Calm,0.67
C626,"I think the house will fire. Okay, with me, and we are is it? One, two, two, one...",Building fire / trapped persons,Incident: Building fire / trapped persons,The House,Calm,0.59
C627,"Yes, you're big. You just wanted to go back. I don't know where you are.",Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Calm,0.58
C628,"Yeah, I just killed somebody. You what? I just killed somebody. You killed someb...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.6
C629,"shots, cooperate with the public. do it all right, arm and back.",Unknown incident,Incident: Physical assault / fight,Unknown,Calm,0.64
C630,"Orn Cavenday, there's somebody shot somebody in the store. Okay, orn Cavenday, w...",Unknown incident,Incident: Physical assault / fight | Names: Orn Cavenday,Unknown,Distressed,0.69
C631,the media leaders that died with a knife for me. Brown token. Don't threaten me.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.66
C632,"Okay, is that a single family home or an apartment man?",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.56
C633,"My point goes shot. Alright, Santa, I want to come in with you. Are you over the...",Unknown incident,Incident: Physical assault / fight | Locations: Santa | Names: Lesky,Santa,Calm,0.62
C634,"don't worry Nyda second car, now drop drop drop drop the fool or they're suingl ...",Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: now,Unknown,Distressed,0.79
C635,I don't have money to buy a ticket. I don't have money.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C636,or there's none. This is my one one. Do you need police or medical...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.37
C637,"Yes, they are killing so we have pardoned.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.59
C638,"Hey, I got her, I got an audio. Seminole with the transistor. Okay, pull it. Oka...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C639,"I'm not a mom or a guy shot. What? I'm not a man, I'm not a guy shot. Bye, who?",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.53
C640,There's been an explosion on I 30 on I'm sorry 183 research. I'm gonna test you....,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.7
C641,"Okay, what kind of plane was it? How big was it, sir? It looked like a desna, li...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.58
C642,"No, it's worth everything I'm getting ready to kill somebody. No, it's worth whe...",Unknown incident,"Incident: Unknown incident | Names: Everton, Everton",Unknown,Distressed,0.78
C643,be interrupted by consumption of time smoked and 41 정도로吵到,Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.6
C644,I just saw my best friend on the X-E-Santz. Oh my god! I just shot your best fri...,Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.75
C645,"And it's what I already saw with me. Okay, how cool. Hey, buddy. Hey, buddy.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.4
C646,"My dad told me my duck. Her, her dad.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.57
C647,I went out broke. I hope she was not back and I was getting her in. Should have ...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.56
C648,"Hey, guys, I just saw a Godfly, two shots after a...",Unknown incident,Incident: Physical assault / fight | Locations: Godfly,Godfly,Distressed,0.58
C649,I can't see anything. I was struck with a bottle. And I'm a freak.,Road accident / vehicle crash,Incident: Unknown incident,Unknown,Distressed,0.62
C650,are you,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.58
C651,We had someone come in and asked for dial 911 that there's a woman yelling.,Public disturbance / riot,Incident: Unknown incident,Unknown,Distressed,0.72
C652,"Okay, it's a mind. Ma'am? Yes. What's the emergency? I...",Unknown incident,Incident: Unknown incident | Urgency phrases: emergency,Unknown,Calm,0.52
C653,There's someone at my door and he keeps on knocking on the door and he tried ope...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.65
C654,I just killed my children. Excuse me? I just killed my children. Where are you?,Missing person report,Incident: Unknown incident,Unknown,Distressed,0.64
C655,I have ordered food which is totally ridiculous you can get.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C656,It sounded like gunshot behind the door. We were in the door at the title store.,Physical assault / fight,Incident: Physical assault / fight,Unknown,Distressed,0.63
C657,This is an emergency. My car is in the litter right off the street. Mullins car.,Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: emergency,Unknown,Distressed,0.99
C658,I make sure to report gun shot wound. Someone gun shot wound.,Physical assault / fight,Incident: Physical assault / fight,Unknown,Distressed,0.7
C659,"Okay, I got her a female shot 17831, someone had a new apartment and...",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.54
C660,I just came home in my girlfriend and my mother somebody worked at the moment wh...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.42
C661,Okay.,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.41
C662,my brother killed my brother. I heard this street name but you're going outside ...,Unknown incident,Incident: Unknown incident,This Street,Distressed,0.68
C663,"There's a guy laying on the road he's leaving. OK, man, I'm going to even hit by...",Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: now,The Road,Distressed,0.5
C664,I can't find my son. Calm down. What is your address?,Missing person report,Incident: Unknown incident | Names: Calm,Unknown,Distressed,0.51
C665,I killed my boat kids. I'm sorry? I killed my boat kids. They are dying. I...,Medical emergency,Incident: Unknown incident | Urgency phrases: dying,Unknown,Distressed,0.64
C666,Is there a report of somebody shooting? I don't know where. Do you know if anybo...,Physical assault / fight,Incident: Physical assault / fight | Urgency phrases: now,Unknown,Distressed,0.64
C667,Where's your emergency? There's a gunshot. We're at. Gunshot in 1600. 1600.,Physical assault / fight,Incident: Physical assault / fight | Urgency phrases: emergency,Unknown,Distressed,0.68
C668,"Who are at our house and told us to break into our house? Okay, where's your mom...",Robbery / theft in progress,Incident: Unknown incident,Our House,Distressed,0.64
C669,Hello sir. Yeah. Did you dial 911 a little while ago?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.58
C670,The shoot over in the main center. That's why you serve. I'm in the building.,Physical assault / fight,Incident: Unknown incident,Unknown,Calm,0.65
C671,There are bees like hundreds swarming around a guy who can't get up off the grou...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.67
C672,20 feet underwater. There! We need to get out here! Out of here! 9-1!,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.91
C673,And so we get fit What is that? Vyremal What kind of animal is that?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.58
C674,"I didn't mean it's gonna be right down. Alright, we will ask her this.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.35
C675,One of the kids was at the first holiday on the day and I don't know if she's ok...,Missing person report,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.7
C676,"The fight, man, it's smoking out, man. You think Green Park and Dogwood?",Physical assault / fight,"Incident: Physical assault / fight | Locations: Green Park, Dogwood",Green Park,Distressed,0.8
C677,She's not waking up. Okay. What's her address?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.56
C678,"Indeed, it is. Yeah. Huh? Let's go. Oh! These people are medical errors.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C679,"I just shot the Mormons Bishop over here until they're here. You did? Yes, it is...",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.62
C680,And this guy has a gun in my hat. I need the cloth. The God's got a gun in my ha...,Physical assault / fight,Incident: Unknown incident,Unknown,Distressed,0.61
C681,for at least four or five people to part at the end. That's where. This is where...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C682,"I'm going to start with the exact same rules. By a loose, okay? And if he consci...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.53
C683,"Yeah, we just, I need to report a kidnapping. We're kidnapping, what happened? A...",Missing person report,Incident: Unknown incident,Unknown,Distressed,0.76
C684,"Hi, I called a little while ago and believe I talked to Stacy. My...",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.6
C685,emergency.,Unknown incident,Incident: Unknown incident | Urgency phrases: emergency,Unknown,Distressed,0.85
C686,"Yes, ma'am. I need somebody to come to Penicry, Glendon. Okay.",Unknown incident,Incident: Unknown incident | Locations: Glendon,Glendon,Calm,0.65
C687,My name is Mary Lyons. I'm the Banking Center Manager at Bank of America at 185 ...,Robbery / theft in progress,Incident: Unknown incident | Names: Mary Lyons,At Bank,Calm,0.55
C688,"You mean some reason to ask her on my mom? Yeah, I don't even, she just called.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.19
C689,This is the hospital. Where am I at? On that dog's office. They're shooting in t...,Physical assault / fight,Incident: Physical assault / fight,Unknown,Distressed,0.58
C690,The old North Shore Road and my husband's been attacked by a bear.,Road accident / vehicle crash,Incident: Physical assault / fight | Locations: North Shore Road,North Shore Road,Distressed,0.68
C691,Somebody somebody's full of them is our shoe and they're not shot by two pieces....,Unknown incident,Incident: Physical assault / fight,Unknown,Calm,0.61
C692,"Oh my god, the fire! So now, it's the level where I'm inside.",Building fire / trapped persons,Incident: Building fire / trapped persons | Urgency phrases: now,Unknown,Calm,0.77
C693,"on 23rd grade. This is Tony Guzman, I'm a staffer and he was overheaded towards.",Unknown incident,Incident: Unknown incident | Names: Tony Guzman,Unknown,Calm,0.54
C694,"high, a little airplane, a little one-engine airplane took off from the airport ...",Unknown incident,"Incident: Unknown incident | Locations: 83rd Street, Christ",83rd Street,Distressed,0.59
C695,"I'm sorry. Good outdoor. Good things. Yes, ma'am. Yes, ma'am.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.45
C696,Hello. Is everything okay? Ah.,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.49
C697,"Okay, what do you need to believe?",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.52
C698,"Yes, I need the police please, as my house. Glad to. I think we need an ambulanc...",Medical emergency,Incident: Medical emergency | Urgency phrases: please,Unknown,Distressed,0.55
C699,Okay. We need a person back in the meat department to get an in.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.59
C700,What do you need? You need the police?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.51
C701,"Somebody go into my house. Where the hell is that? What's your address? Yeah, bu...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.71
C702,"We just got a lot to come upon. It's gonna come here with a gun, shot one of our...",Physical assault / fight,Incident: Physical assault / fight,Unknown,Distressed,0.59
C703,Uh...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.44
C704,"Oh, my mind's at the doctor. You're not at the doctor. Are you there alone?",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.53
C705,"I'm the one who wanted this to show right now. She got me in the blue, she's dow...",Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: now,Unknown,Distressed,0.62
C706,"Oh, there's a student. Who's been shot, man?",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.65
C707,"Yes, I need a police officer over here. What's going on? Um...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.73
